Site,provide_metadata,provide_descriptive_metadata,provide_data_license_information,provide_data_provenance_information,provide_data_quality_information,provide_a_version_indicator,provide_version_history,gather_feedback_from_data_consumers,make_feedback_available,provide_bulk_download,provide_data_up_to_date,use_persistent_URIs_as_identifiers_of_datasets,use_machine_readable_standardized_data_formats,provide_data_in_multiple_formats,assess_dataset_coverage,provide_feedback_to_the_original_publisher,cite_the_original_publication
https://www.gov.br/pt-br/apps/@@galeria-de-aplicativos,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/campanhas/bicentenario,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=agricultura-e-pecuaria,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=assistencia-social,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=ciencia-e-tecnologia,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=comunicacoes-e-transparencia-publica,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=cultura-artes-historia-e-esportes,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=educacao-e-pesquisa,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=empresa-industria-e-comercio,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=energia-minerais-e-combustiveis,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=financas-impostos-e-gestao-publica,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=forcas-armadas-e-defesa-civil,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=justica-e-seguranca,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=meio-ambiente-e-clima,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=saude-e-vigilancia-sanitaria,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=trabalho-e-previdencia,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=transito-e-transportes,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/categorias?id=viagens-e-turismo,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/dados-do-governo-federal,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/guia-de-edicao-de-servicos-do-gov.br/bem-vindo-editor,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/navegacao,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/agricultura-e-pecuaria,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/assistencia-social,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/cultura-artes-historia-e-esportes,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/educacao-e-pesquisa,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/energia-minerais-e-combustiveis,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/financas-impostos-e-gestao-publica,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/financas-impostos-e-gestao-publica/2022/11/governo-federal-institui-o-tramita-gov.br,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/financas-impostos-e-gestao-publica/2022/11/receita-federal-assina-acordo-com-a-noruega-para-a-eliminacao-da-dupla-tributacao,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/justica-e-seguranca,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/meio-ambiente-e-clima,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/meio-ambiente-e-clima/2022/11/brasil-vai-apresentar-seu-potencial-de-energia-limpa-na-convencao-do-clima,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/saude-e-vigilancia-sanitaria,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/servicos-para-o-cidadao,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/trabalho-e-previdencia,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/transito-e-transportes,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/viagens-e-turismo,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/noticias/viagens-e-turismo/2022/11/embratur-vai-divulgar-destinos-turisticos-brasileiros-durante-a-copa-do-mundo-do-catar,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/orgaos-do-governo,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/participacao-social,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/agricultor,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/aposentado,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/empreendedor,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/estudante,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/motorista,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/todos_os_perfis,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/trabalhador,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/perfil_usuario/turista,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/por-dentro-do-govbr,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/por-dentro-do-govbr/ajuda-para-navegar-o-portal,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/por-dentro-do-govbr/conheca-os-elementos-do-portal,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/por-dentro-do-govbr/perguntas-frequentes,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos-estaduais,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/acessar-centro-pop-centro-de-referencia-especializado-para-populacao-em-situacao-de-rua,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/buscar-servicos-por,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/consultar-cadastro-de-pessoas-fisicas,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/consultar-e-solicitar-a-devolucao-de-valores-a-receber,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/consultar-restituicao-de-imposto-de-renda,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/declarar-bens-para-viagem-internacional-dbv,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/emitir-certidao-de-regularidade-fiscal,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_orgaos,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_cidadaos,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_empresas,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_orgaos,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_outros,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_servidor,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/obter-a-carteira-de-trabalho,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/receber-o-abono-salarial,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/servicos-por-publico-alvo,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/solicitar-apoio-aos-povos-indigenas-em-situacoes-emergenciais,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/servicos/solicitar-bolsa-podio,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/sitemap,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://www.gov.br/pt-br/temas-em-destaque-1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.grupodepesquisafilosofiacienciaetecnologiasifpr.com/revista,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
https://www.instagram.com/governodobrasil,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.instagram.com/ifpr.oficial/?hl=pt,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcontatos%2F&title=Fale+Conosco,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-integrados%2F&title=Cursos+T%C3%A9cnicos+Integrados,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-subsequentes%2F&title=Cursos+T%C3%A9cnicos+Subsequentes,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.portaltransparencia.gov.br/,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
https://www.twitter.com/govbr,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.youtube.com/conexaoifpr/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://www.youtube.com/governodobrasil,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
https://www.youtube.com/watch?v=9LTgKgkvZ94,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
https://www.youtube.com/watch?v=B5m8l_LyZQs,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
https://youtu.be/gS39wqPXF4M,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
https://youtu.be/TeEp0X6wlcg,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
